created_at;full_text_en;label
06/04/2025;@FrogNews Could she? Has congress made insider trading illegal for Congress members yet? But But my manager handles all that stuff I'm dumb I don't know anything ‍️;n
04/04/2025;#JoshuaAaron #Israel #Christian #Jesus #Bible #Truth #Music Pray for Israel - LIVE Update / Cham Malespin &amp;n
04/04/2025;Israel is targeting Lebanon like there s no tomorrow. It makes me fear an attack on Iran is imminent. Pray for Iran https://t.co/q4jrOrvlkX;n
04/04/2025;Shabbat shalom to all of you Wishing you a shabbat filled with blessings of good health and happiness! שבת שלום Let us continue to pray for Israel and all the captives to return home. Let me fall if I must fall. The one I will become will catch me. -Rabbi Israel ben https://t.co/vnjLU1Ez5a;p
04/04/2025;The New Under Ground Church-THE TRUTH MUST BE TOLD Salvation Prayer Remember You &amp;n
01/10/2024;PRAYER FOR THE NATION OF ISRAEL: God of Abraham Isaac and Jacob we lift up the 'apple of your eye ' the Nation of Israel and the Israeli people to you right now and humbly ask you to make your manifest presence known to them like never before. We humbly and earnestly ask;p
21/11/2024;Father God we lift up prayers for Israel s protection and empowerment. Guard her cities and borders and empower the leaders with Your wisdom and strength displaying Your glory as You defend her🇮🇱 https://t.co/KolOGwsgeX;p
24/11/2024;Father God we lift up prayers for Israel s protection and empowerment. Guard her cities and borders and empower the leaders with Your wisdom and strength displaying Your glory as You defend her🇮🇱 https://t.co/F3o57xFYPJ;p
26/10/2024;@IDF May the Lord bless and protect the IDF and all Israel. ️️🇮🇱️ Praying for the peace of Jerusalem and for Israel s safety. https://t.co/plqcqaCndf;p
06/04/2025;@wulfette @rylan38118 @JamesHu27192912 I hope you and your friends family and community stay safe So devestating. You must be exhausted All my best to you and everyone is praying for you ️ Hang in there my friend;p
04/04/2025;@Kahlissee Bernie Sanders is trying to block funding for Israel bombs. I pray he succeeds;n
21/09/2024;Pray for the safety of the people of Israel;p
06/04/2025;@wells_sher @rylan38118 @JamesHu27192912 @dollmaker27 Yep. And gems.;n
16/08/2024;Yes pray for Israel. Pray for Israel to stop stealing American tax dollars. Pray for Israel to stop blowing babies heads and limbs off. Pray for Israel to repent for the USS Liberty Terrorist attack on America. Pray for Israel to stop interfering in America s elections.;p
07/10/2024;@PeterDutton_MP Pray for the Palestinian hostages held by Israel that are being sodomised to death in their dungeons. Pray for the children that Israel kidnaps and rapes. https://t.co/F3aPn4MLD6;c
04/11/2023;Rabbis and Christian leaders call for 'National Day of Prayer for Israel' on Monday Nov. 6 https://t.co/lsUZpw2FBe;n
06/04/2025;Which option will you choose? (Free Palestine) 1) Pray for Gaza 2) Ignore &amp;n
26/11/2024;Let us have a prayer for Israel. 🇮🇱 Pray for the Jewish people. Pray for the hostages. Pray for success in this brutal war. Pray for strength and wisdom. Pray for guidance from God. Amen. https://t.co/sh4GFxwTCK;p
06/04/2025;@wulfette @rylan38118 @JamesHu27192912 @dollmaker27 Praying for you ️;n
21/02/2025;@YisraelOfficial I m an American Christian and I stand with Israel. I m praying for the Bibas family and for everyone in Israel and for Jewish people everywhere. You are not alone. 🇺🇸🇮🇱️;p
03/04/2025;@AbelDebabel5785 I pray for Israel every day Abel. I pray for the people every day and for the hostages and for all of you who are my friends. I wish there was more I could do. Maybe just a wave of my hand and all this would just be set right.;p
01/10/2024;Pray for Israel Yes pray for Israel to stop committing genocide and stealing people s land.;c
07/10/2023;Prayers for the PEOPLE of Israel. Utterly horrifying videos &amp;p
01/10/2024;Praying for our brothers and sisters in Israel https://t.co/4SLdcjlmmH;p
05/04/2025;Am I the only one who believes that if Arab countries turn off the tap and stop selling oil for even 2 weeks Israel can be brought to its knees?;n
17/05/2024;Christian leaders to hold day of prayer for Israel this weekend https://t.co/w6QmVpdRbX;n
06/04/2025;can you not and besides the issue of genocide in the DRC. Even after 2-3 years don t buy one.;n
06/04/2025;If anybody needs a chip inserted in their brain named FAFO is Satanyahuhu ..Trump should order Elon to implant one with no delays in his sick mind so the Gaza killing stops.;c
06/04/2025;I just pledged my support to @OxfamCanada for justice dignity and peace in Gaza. Join me in standing with the people of Palestine to help them rebuild their lives and futures. Add your voice today: https://t.co/rsFkDT9xPP #StandWithGaza #JusticeForGaza;c
06/04/2025;Not taking a position on Gaza is taking a position on Gaza. One you ll have to live with for the rest of your life.;c
06/04/2025;The children of Gaza stand as proof of a world that looked away. Dont look away. https://t.co/nk829amp0z;c
06/04/2025;I just donated to a family in Gaza struggling to survive the war. Every little bit helps them get food and water. Please consider helping too. Share and donate if you can!! One Love Free free Pale/stine Free free Ga/za!! &lt;c
06/04/2025;Ousman Noor | INSTRUCTIONS: HOW TO STOP GAZA GENOCIDE We've launched a campaign to estbalish an international armed force to stop the Gaza Genocide. We... | Instagram https://t.co/2THoZQqyI7;c
06/04/2025;Reminder to myself If I feel life is hard please remember there are people in Gaza suffering more than me. I still stand until today because God s mercy not because my power or resilience. I m weak and that s me because I m human.;c
20/01/2025;Suspension for Gaza is the highest honor! repost from @ColumbiaBDS on instagram https://t.co/oVEqLA1ls1;c
06/04/2025;Please don't stop talking about Gaza https://t.co/oVE54ScaPK;c
06/04/2025;Salute to the courage of this lady for expressing herself in this big forum at Microsoft. #IsraeliWarCrimes #Gaza #GazaHolocaust https://t.co/XfwJmp8lWR;c
06/04/2025;The IDF Crimes Against Humanity. #StopTradeWithSettlements #EndIsraeliImpunity #SanctionIsrael #AparthiedIsrael #IsraeliNewNazism #StopArmingIsrael #IsraelTerroristState #EndZionism #StopArmingIsraelNOW #UNseatIsrael #FreePalestine #Gaza #GazaGenocide‌ #GazaHolocaust;c
06/04/2025;Stop the holocaust in Gaza;c
06/04/2025;Stop the world for Gaza!;c
06/04/2025;Help Obada's family escape from gaza war and reclaim their lives. Please support this GoFundMe by donating or sharing every bit of help makes a difference. https://t.co/44e3sHqaNa;c
06/04/2025;I was able to match the last $10 for @diyaa_akram12's new campaign - can anyone else do the same? He had to leave his family behind in Gaza when he finally got the chance of medical evacuation for his own severe injuries - please help him to make sure they're provided for.;c
06/04/2025;MOROCCO - Rabat for a #FreePalestine and stop #Gaza genocide;c
06/04/2025;All they do is lie: The Palestinian Info Center which has half a million followers on Facebook has posted a photo of actress Katherine Heigl who played Dr. Izzie Stevens in Grey s Anatomy identifying her as a French doctor who has traveled to Gaza to offer medical help. https://t.co/vPH9Fpq5wZ;c
06/04/2025;America is already directly responsible for genocide in Gaza. If we have combat troops on the ground there our nation has crossed the Rubicon.;c
06/04/2025;Stop the #Genocide_in_Gaza please;c
06/04/2025;#Qaza #Palestine Gaza is the City of Resilience and Patince. https://t.co/prnddjlCN;c
06/04/2025;🇵🇸 Please help Oday and his family by donating and sharing‼️ https://t.co/qaLXiJLS1m;c
06/04/2025;This is the prominent leader targeted by American aircraft: the martyr Sarim Ibn Sheikh Saleh Al-Suhaili. One of the martyrs of the American aggression on their home in the Saawan area of ​​Sana'a. The children of Yemen are no less important than the children of Gaza. #غزة_تُباد https://t.co/ZEpmHnUJoU;c
06/04/2025;People have no idea how tiny of a strip Gaza is. the harsh truth is it doesn't even guarantee stability more destruction to come. Ya Allah;c
04/04/2025;@vishalsingh_oo1 @argfootball2025 I think the issue with Indians is their ignorance. For instance most think that Kashmir is horrific where around 300-400 children died but don't think Gaza is a genocide where 20 000 children have been killed and where Is;c
06/04/2025;Kids in Gaza aren t asking for justice. They re asking for water. For light. For a night without drones overhead. If that doesn t haunt you you re not paying attention.;c
06/04/2025;'We don't have water to drink. We need your support to provide water for us'. @Dalia_qandeel's campaign has received no support at all for the last two days - please help her and her three young children: https://t.co/UpTJ183vwF;c
20/01/2025;from @ColumbiaBDS on IG: Last week Columbia held 22 disciplinary hearings against alleged student protestors from the Gaza Solidarity Encampment. During their hearings students spoke bravely about their commitment to fighting towards a free Palestine and forced the University https://t.co/IEewp3aXZP;c
06/04/2025;The world failed Gaza. Palestine. We will never forgive never forget. If someone says one bad thing about Hitler after all of this. he just should act earlier maybe there was a chance. With all respect to normal jews. Zionists are not humans not animals. They re hell on Earth;c
07/12/2024;But the fight is far from over. As the humanitarian crisis in Gaza worsens UlC must actively work to incorporate the Palestinian perspective into its programs and partnerships. The School of Public Health cannot claim to stand for equity and social justice without addressing the https://t.co/OhapqsKG46;c
18/03/2025;After two weeks of a brutal siege which denied Palestinians life-saving humanitarian aid and drone strikes that have killed dozens the Israeli Occupation forces have renewed their escalated bombardment of Gaza and announced a total collapse of the ceasefire. #AllEyesOnGaza https://t.co/h6LnxF1oF6;c
06/04/2025;Powerful show of force to the warmongers and billionaires that the people will not be intimidated and that we will remain on the streets in defense of the Palestinian people and our collective humanity. 🇵🇸FREE PALESTINE! End the US-backed Israeli genocide in Gaza! https://t.co/huPsZegTYI;c
06/04/2025;Notice how the racist Chabad princess makes sure to use the photo that associates Khalil (Gaza) with the supposedly deranged libtard (But the most retarded part is thinking '86' means to kill lol);c
15/01/2025;We the Student Movement for Palestinian Liberation commit to the fight ahead. We will not rest until we achieve divestment secure an arms embargo and end the siege on Gaza. https://t.co/26kwe8FjWb;c
06/04/2025;There is a journalist burning on fucking live feed in Gaza right now and of course this is supposed to be normal.;c
06/04/2025;Those in Gaza who aren t directly bombed by Israel are being starved to death as Israel prevents humanitarian aid to get through. https://t.co/MrKHdyxbn6;c
07/10/2024;The American University in Cairo Today a year into the genocide in Gaza AUC students climbed to the rooftop of the SSE building during assembly hour to raise two banners so all campus could see. The 1st banner reads: ONE YEAR OF GENOCIDE The 2nd reads: Today it's https://t.co/E9une7OkOQ;c
06/04/2025;Free Phalastİna Free Gaza. https://t.co/eH1rQD0J1R;c
21/11/2024;ALL OUT TO SARAH LAWRENCE COLLEGE! DEFEND THE STUDENT INTIFADA! For over 400 days our institutions have ignored the genocide of our people in Gaza we DEMAND that they disclose their financial investments and they DIVEST FROM DEATH 🇵🇸 🇵🇸 Rally to Demand Disclosure Divestment https://t.co/oHGZQcIE8k;c
06/04/2025;Undersecretary of the Ministry of Health in Gaza: During the war 52 deaths among children were recorded due to malnutrition and we are facing new numbers unless food supplies are allowed in.*;c
06/04/2025;International calls for a global strike on Monday April 7 in solidarity with Gaza and in rejection of the ongoing Israeli massacres against Palestinians. https://t.co/2viDSUITsG;c
